sumo_id,from,to,priority,type,speed,lanes_x,allow,disallow,shape,osmid,has_traffic_light,highway,maxspeed,lanes_y,length
-153732959#0,9897114272,1663642153,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2983.08, 1210.76), (2966.62, 1200.32), (2947.61, 1200.25), (2912.43, 1186.3), (2891.09, 1173.59), (2878.42, 1175.12)]",-153732959.0,0,,,,113.94699450146788
-153732959#1,9897114285,9897114272,4,highway.unclassified,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-153732959.0,0,,,,
-153732960#0,1663642190,429519302,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4012.83, 2068.6), (3999.15, 2121.53), (3994.01, 2144.28)]",-153732960.0,0,,,,77.99267754708907
-153732962#0,3340880853,1663642190,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-153732962.0,0,,,,
-153732962#1,3340880858,3340880853,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-153732962.0,0,,,,
-153732962#2,3340880859,3340880858,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-153732962.0,0,,,,
-153732963#0,1663642195,1663642193,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-153732963.0,0,,,,
-153732963#1,1663642233,1663642195,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4088.51, 2143.15), (4150.59, 2119.46), (4151.33, 2119.65)]",-153732963.0,0,,,,67.21054127858737
-153732963#2,1663642179,1663642233,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4057.75, 2171.79), (4085.58, 2155.78), (4088.51, 2143.15)]",-153732963.0,0,,,,45.071933638768684
-153732965,1663642213,1663642191,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4351.88, 2322.31), (4355.49, 2307.55), (4329.32, 2298.51)]",153732965.0,0,residential,,,42.88242588390729
-153732966,1663642177,1663642174,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,153732966.0,0,footway,,,
-153732967#0,1663642147,1663572680,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-153732967.0,0,,,,
-153732967#1,1663642161,1663642147,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4408.47, 2272.64), (4363.16, 2269.1), (4358.86, 2257.65), (4360.32, 2238.31)]",-153732967.0,0,,,,77.07390854031635
-153732967#2,1663642147,1663642161,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4360.32, 2238.31), (4416.32, 2241.69), (4413.84, 2267.54), (4408.47, 2272.64)]",-153732967.0,0,,,,89.47647089898184
-156456329,1687073956,1687073965,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2859.85, 3090.66), (2862.48, 3085.6), (2876.59, 3058.39), (2891.39, 3026.78)]",156456329.0,0,residential,,,71.25673262143866
-156460671,1687124711,430958141,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156460671.0,0,residential,,,
-156460672,1687124690,1687124809,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156460672.0,0,footway,,,
-156460677,1687124708,1687124747,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3358.72, 3951.23), (3334.14, 4091.19), (3334.51, 4099.47), (3337.44, 4107.68), (3357.96, 4124.86)]",156460677.0,0,residential,,,185.86976754504434
-156460680#0,1687124785,1687124711,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4179.57, 3281.41), (4180.66, 3276.68), (4182.03, 3267.02), (4182.67, 3262.2)]",-156460680.0,0,,,,19.472935819063427
-156460680#1,8916107651,1687124785,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4146.86, 3410.32), (4148.45, 3403.3), (4179.57, 3281.41)]",-156460680.0,0,,,,132.99775851098758
-156460681#0,423413959,1687124735,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3351.17, 3822.54), (3329.63, 3871.88), (3319.63, 3894.92), (3316.76, 3901.21)]",-156460681.0,0,,,,85.86724426365899
-156460681#1,430939382,423413959,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3449.62, 3664.87), (3419.6, 3689.23), (3399.25, 3714.41), (3387.6, 3737.83), (3375.18, 3764.81), (3361.48, 3797.23), (3351.17, 3822.54)]",-156460681.0,0,,,,189.41960406323884
-156460681#2,430939369,430939382,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3533.86, 3616.44), (3499.02, 3632.31), (3476.2, 3646.43), (3449.62, 3664.87)]",-156460681.0,0,,,,97.46952737093558
-156460682#0,3340881407,3340881400,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,-156460682.0,0,,,,
-156460682#1,3340881415,3340881407,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,-156460682.0,0,,,,
-156460683#0,1687124739,1687124701,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156460683.0,0,,,,
-156460683#1,3974640377,1687124739,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3460.29, 4235.67), (3451.09, 4247.86), (3425.52, 4275.18), (3406.25, 4294.14)]",-156460683.0,0,,,,79.72499417378707
-156460683#2,430938463,3974640377,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3483.89, 4202.13), (3474.5, 4216.57), (3460.29, 4235.67)]",-156460683.0,0,,,,41.030744527622986
-156460683#3,430938459,430938463,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3502.11, 4116.03), (3500.84, 4135.89), (3498.23, 4156.09), (3492.57, 4177.99), (3483.89, 4202.13)]",-156460683.0,0,,,,88.54117712796489
-156460683#4,2962481964,430938459,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3499.28, 3997.98), (3501.3, 4081.03), (3502.11, 4116.03)]",-156460683.0,0,,,,118.08393389442764
-156460683#5,423416419,2962481964,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156460683.0,0,,,,
-156460683#6,423418300,423416419,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3511.23, 3719.1), (3509.21, 3747.5), (3504.79, 3882.5)]",-156460683.0,0,,,,163.54408505636619
-156460683#7,3340881666,423418300,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156460683.0,0,,,,
-156460683#8,430939369,3340881666,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3533.86, 3616.44), (3537.96, 3631.96), (3539.71, 3638.4), (3534.68, 3651.3), (3522.27, 3679.03), (3512.68, 3712.53)]",-156460683.0,0,,,,101.79784007650031
-156460688,1687124708,1687124747,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3358.72, 3951.23), (3403.81, 3981.77), (3407.36, 3984.94), (3406.15, 3990.46), (3367.86, 4089.52), (3363.77, 4098.46), (3361.1, 4104.61), (3357.96, 4124.86)]",156460688.0,0,residential,,,208.0999805994993
-156460691,1687124677,1687124699,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156460691.0,0,residential,,,
-156466987,1687165259,441268018,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466987.0,0,residential,,,
-156466988#0,1687165289,423401224,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466988.0,0,,,,
-156466988#1,1687165247,1687165289,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466988.0,0,,,,
-156466988#2,1687165279,1687165247,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466988.0,0,,,,
-156466988#3,1687165295,1687165279,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466988.0,0,,,,
-156466990,1687165289,1687165238,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156466990.0,0,residential,,,
-156466992#0,1687165279,1687165293,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3037.32, 3152.21), (3043.58, 3146.84), (3055.55, 3130.33)]",-156466992.0,0,,,,28.640366899988983
-156466992#1,1687165299,1687165279,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466992.0,0,,,,
-156466993,10944806736,1687165284,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3048.2, 3075.05), (3065.24, 3040.72), (3068.03, 3036.59)]",156466993.0,0,residential,,,43.31044284608749
-156466994#0,1687165253,423401245,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466994.0,0,,,,
-156466994#1,1687165286,1687165253,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466994.0,0,,,,
-156466994#2,1687165265,1687165286,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466994.0,0,,,,
-156466996#0,1687165286,1687165261,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466996.0,0,,,,
-156466996#1,1687165249,1687165286,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466996.0,0,,,,
-156466997#0,1687165292,423401233,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466997.0,0,,,,
-156466997#1,1687165261,1687165292,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466997.0,0,,,,
-156466997#2,1687165299,1687165261,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466997.0,0,,,,
-156466997#3,1687165275,1687165299,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466997.0,0,,,,
-156466999#0,1687165273,1687165258,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3096.89, 3098.36), (3090.66, 3070.52), (3091.48, 3062.63), (3098.98, 3044.28)]",-156466999.0,0,,,,56.284586317688635
-156466999#1,3400054736,1687165273,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156466999.0,0,,,,
-156467655#0,1687165297,1687172883,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156467655.0,0,,,,
-156467655#1,1687165255,1687165297,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3164.94, 3072.74), (3144.6, 3041.72), (3131.45, 3012.47), (3147.55, 2992.01), (3163.4, 2988.12), (3168.49, 3002.54)]",-156467655.0,0,,,,126.81123844774835
-156467656#0,1687172880,1687172877,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3226.06, 3129.58), (3238.33, 3121.29), (3249.2, 3113.23), (3257.95, 3107.65), (3253.24, 3091.58)]",-156467656.0,0,,,,55.464029430737355
-156467656#1,1675788417,1687172880,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3154.41, 3153.33), (3187.12, 3153.36), (3208.54, 3140.42), (3226.06, 3129.58)]",-156467656.0,0,,,,78.33753103456625
-156467657,1687172880,1687172869,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156467657.0,0,residential,,,
-156467658,429505284,1687165297,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3188.1, 3047.9), (3171.39, 3021.1), (3168.49, 3002.54)]",156467658.0,0,residential,,,50.36785134909863
-156480735,1687286640,1687286991,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,156480735.0,0,residential,,,
-156480737#0,430912815,1687286681,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156480737.0,0,,,,
-156480737#1,1687286638,430912815,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3901.3, 3077.02), (3884.49, 3038.34), (3871.04, 3004.66)]",-156480737.0,0,,,,78.44116155190477
-156480737#2,430912563,1687286638,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3933.04, 3185.43), (3905.28, 3084.45), (3901.3, 3077.02)]",-156480737.0,0,,,,113.15504233958582
-156480737#3,9442763149,430912563,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-156480737.0,0,,,,
-156480752,1687286932,1687286936,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3768.92, 2803.97), (3833.61, 2774.26), (3837.52, 2772.48)]",156480752.0,0,residential,,,75.48233891433885
-156480755,1687286638,1687286680,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3901.3, 3077.02), (3907.24, 3075.31), (3935.5, 3066.14), (3941.07, 3059.66), (3939.37, 3035.97), (3950.47, 3033.64), (3941.79, 2982.92)]",156480755.0,0,residential,,,130.98687771954297
-157553230,423353681,3974640283,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4146.16, 2508.51), (4146.13, 2502.42), (4146.13, 2501.84), (4147.85, 2490.48), (4152.2, 2469.34), (4156.76, 2453.33)]",157553230.0,0,residential,,,56.389191968792986
-157553232,1697838058,1697838110,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4167.69, 2499.21), (4166.21, 2504.2), (4164.43, 2511.38)]",157553232.0,0,residential,,,12.602204381354486
-157553234,431334405,1663672756,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4241.32, 2533.11), (4244.46, 2527.64), (4262.97, 2508.05)]",157553234.0,0,tertiary,50,,33.258768384536324
-157553237#0,423353683,431334405,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157553237.0,0,,,,
-157553237#1,423353686,423353683,10,highway.tertiary,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4275.89, 2628.12), (4271.47, 2618.57), (4240.72, 2549.6), (4237.36, 2538.19)]",-157553237.0,0,,,,97.93208708307976
-157553238,1663672790,1663672756,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4218.1, 2527.45), (4219.16, 2523.85), (4220.16, 2518.54), (4223.82, 2494.88), (4250.12, 2501.1), (4262.97, 2508.05)]",157553238.0,0,residential,,,74.73215205363697
-157555050#0,3750161861,429655343,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157555050.0,0,,,,
-157555050#1,3750161860,3750161861,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157555050.0,0,,,,
-157555050#2,3750161859,3750161860,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157555050.0,0,,,,
-157555050#3,3750161858,3750161859,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157555050.0,0,,,,
-157555050#4,11235438021,3750161858,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157555050.0,0,,,,
-157555050#5,1697857767,11235438021,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157555050.0,0,,,,
-157574536#0,431334404,1663593216,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,"[(4280.02, 2491.11), (4288.59, 2478.82), (4294.8, 2467.27)]",-157574536.0,0,,,,28.096560608239145
-157574536#1,1663672756,431334404,10,highway.tertiary,22.22,1,,tram rail_urban rail rail_electric rail_fast ship,,-157574536.0,0,,,,
-157574537#0,3974640283,1663593022,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,,-157574537.0,0,,,,
-159922662#0,430941464,3340881407,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,-159922662.0,0,,,,
-159922662#1,430942872,430941464,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,-159922662.0,0,,,,
-159922662#2,2281206273,430942872,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,,-159922662.0,0,,,,
-159922662#3,1687124696,2281206273,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3830.61, 3316.82), (3827.23, 3316.43), (3823.71, 3316.62), (3817.24, 3317.6)]",-159922662.0,0,,,,13.471348307681858
-159922662#4,3340881378,1687124696,4,highway.unclassified,8.33,1,,tram rail_urban rail rail_electric rail_fast ship,"[(3838.69, 3329.03), (3836.59, 3320.67), (3833.99, 3318.11), (3830.61, 3316.82)]",-159922662.0,0,,,,15.88630539230246
-165073109#0,1767285015,1767285014,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2501.01, 672.73), (2526.36, 675.74), (2563.89, 687.01), (2574.65, 692.39)]",-165073109.0,0,,,,76.74375303143472
-165073109#1,1767284983,1767285015,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2469.1, 671.86), (2488.56, 671.25), (2501.01, 672.73)]",-165073109.0,0,,,,32.00721756097416
-165073109#2,2511985615,1767284983,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2386.2, 689.29), (2397.98, 685.62), (2430.29, 676.45), (2457.82, 672.22), (2469.1, 671.86)]",-165073109.0,0,,,,85.0633499189986
-165073109#3,630973547,2511985615,11,highway.secondary,27.78,1,,tram rail_urban rail rail_electric rail_fast ship,"[(1824.47, 416.52), (1840.13, 415.16), (1856.85, 418.57), (1869.89, 426.7), (1895.73, 453.25), (1932.22, 491.88), (1970.88, 533.86), (1990.65, 556.34), (2000.89, 571.98), (2006.38, 587.79), (2008.7, 602.4), (2007.85, 617.01), (2005.22, 632.99), (2002.4, 646.2), (2001.76, 660.01), (2003.89, 674.83), (2008.2, 685.9), (2014.3, 695.4), (2021.8, 703.52), (2032.86, 712.84), (2044.86, 719.48), (2064.09, 725.98), (2081.84, 730.27), (2097.53, 731.03), (2120.84, 730.61), (2150.0, 728.65), (2181.45, 724.32), (2205.02, 721.05), (2231.02, 718.28), (2271.02, 715.86), (2321.28, 707.84), (2355.62, 698.8), (2386.2, 689.29)]",-165073109.0,0,,,,758.1035512849223
-165166443,1767285017,1767285019,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2513.99, 634.92), (2522.13, 639.98), (2532.96, 645.45), (2546.64, 651.72), (2562.87, 656.13)]",165166443.0,0,residential,,,53.58443757470425
-165166445#0,1767285017,1767285026,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2513.99, 634.92), (2518.02, 627.73), (2522.96, 619.16), (2525.6, 613.35), (2527.01, 606.44), (2528.17, 600.22), (2528.64, 594.8)]",-165166445.0,0,,,,43.33587197636287
-165166445#1,1767285015,1767285017,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2501.01, 672.73), (2502.65, 662.81), (2505.86, 651.17), (2508.86, 642.7), (2513.99, 634.92)]",-165166445.0,0,,,,40.43383346518944
-165166451#0,5263712550,1767285014,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2583.96, 674.7), (2582.78, 677.32), (2576.6, 688.95), (2574.65, 692.39)]",-165166451.0,0,,,,19.997730870750907
-165166451#1,9453488994,5263712550,3,highway.residential,13.89,1,,tram rail_urban rail rail_electric rail_fast ship,"[(2589.78, 661.23), (2588.17, 665.3), (2583.96, 674.7)]",-165166451.0,0,,,,14.676584616736964
